isbn,genre,cover,title,authors,publisher,year,preco_medio,collection,volume,pages,type,preco_correto
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/lig_e_o_gato_de_rabo_complicado.jpg,Lig e o gato de rabo complicado,Ana Miranda,Lazuli,0,60.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_e_minha_mamae.jpg,Eu e minha mamãe,Alison Ritchie,Ciranda Cultural,0,30.19,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/os_pequenos_girassois_da_mamae.jpg,Os pequenos girassóis da mamãe,Angela McAllister,Ciranda Cultural,0,27.73,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_e_o_meu_papai.jpg,Eu e o meu papai,Alison Ritchie,Ciranda Cultural,0,26.99,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_consigo.jpg,Eu consigo,Tracey Corderoy,Ciranda Cultural,0,20.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/pooh_s_secret_garden.jpg,Pooh's Secret Garden,Catherine Hapka,Disney Press,0,20.5,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/meus_porquinhos.jpg,Meus porquinhos,Audrey Wood,Disney Press,0,10.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/aladim_e_outros_contos_de_as_mil_e_uma_noites.jpg,Aladim e outros contos de as mil e uma noites,Rosalind Kerven,Companhia das Letras,0,35.38,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_bomba.jpg,A bomba,Frank Harris,Conrad,0,18.31,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/sem_pecado.jpg,Sem Pecado,Ana Miranda,Companhia das Letras,0,18.59,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/alabaster.jpg,Alabaster,Caitlin R. Kierman,Dark Horse,0,106.7,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/triste_fim_de_policarpo_quaresma.jpg,Triste fim de policarpo quaresma,Lima Barreto,UFPR,0,12.48,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/humilhados_e_ofendidos.jpg,Humilhados e ofendidos,Fiódor Dostoiévski,UFPR,0,31.34,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/deuses_americanos.jpg,Deuses Americanos,Neil Gaiman,Intrínseca,0,41.91,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/coisas_frageis_1.jpg,Coisas Frágeis 1,Niel Gaiman,Conrad,0,59.4,Coisas Frágeis,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/coisas_frageis_2.jpg,Coisas Frágeis 2,Niel Gaiman,Conrad,0,24.29,Coisas Frágeis,2,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_iluminado.jpg,O iluminado,Stephen King,Suma,0,120.98,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/tudo_e_eventual.jpg,Tudo é eventual,Stephen King,Suma,0,61.01,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_oceano_no_fim_do_caminho.jpg,O oceano no fim do caminho,Niel Gaiman,Intrínseca,0,25.99,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_bebe_de_rosemary.jpg,O bebê de rosemary,Ira Levin,Darkside,0,42.0,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/fogo_e_sangue.jpg,Fogo e Sangue,George R. R. Martin,Suma,0,90.47,Crônicas de gelo e fogo,0,0,Collection,no
